symbol,company,anex,acqName,date,pid,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,tdpTransactionType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,1120,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4624704,0.19,1120,Equity Shares,4625824,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,3602,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4628306,0.19,3602,Equity Shares,4624704,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? ESOP Plan 2016�� ��A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,8060,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4639491,0.19,8060,Equity Shares,4631431,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,1048,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4640539,0.19,1175754,Equity Shares,4639491,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,122,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4640661,0.19,137177,Equity Shares,4640539,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? ESOP Plan 2016�� ��A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,24231,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4664892,0.19,24231,Equity Shares,4640661,0.19,27-Mar-2026,27-Mar-2026,30-Mar-2026,Off Market,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,1,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4664893,0.19,1136,Equity Shares,4664892,0.19,27-Mar-2026,27-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,528,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4665421,0.19,599843,Equity Shares,4664893,0.19,27-Mar-2026,27-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
MASTERTR,Master Trust Limited,7(2),HARJEET SINGH ARORA,02-Apr-2026 17:38,1197591,0,0,0,0,Equity Shares,2500000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197591_1645477_02042026053800_WEB.xml,Promoters,15868480,12.9,140850000,Equity Shares,15868480,12.9,31-Mar-2026,31-Mar-2026,02-Apr-2026,Pledge Creation,-,NA,-
MASTERTR,Master Trust Limited,7(2),RAJINDER KUMAR SINGHANIA,02-Apr-2026 17:38,1197591,0,0,0,0,Equity Shares,2500000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197591_1645477_02042026053800_WEB.xml,Promoters,28728570,23.35,140850000,Equity Shares,28728570,23.35,31-Mar-2026,31-Mar-2026,02-Apr-2026,Pledge Creation,-,NA,-
MAGSON,Magson Retail And Distribution Limited,7(2),Ashwin Ratilal Thummar,02-Apr-2026 17:34,1197589,0,0,0,0,Equity Shares,42000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197589_1645469_02042026053423_WEB.xml,Promoter Group,42900,0.35,6090000,Equity Shares,900,0.01,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,NSE,-
MAGSON,Magson Retail And Distribution Limited,7(2),Rekha Tarunbhai Koria,02-Apr-2026 17:34,1197589,0,0,0,0,Equity Shares,45000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197589_1645469_02042026053423_WEB.xml,Promoter Group,45100,0.37,6525000,Equity Shares,100,0,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,NSE,-
MAGSON,Magson Retail And Distribution Limited,7(2),United Friends Ventures LLP,02-Apr-2026 17:34,1197589,0,0,0,0,Equity Shares,320286,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197589_1645469_02042026053423_WEB.xml,Promoter Group,1456208,11.81,29866669,Equity Shares,1776494,13.74,30-Mar-2026,30-Mar-2026,02-Apr-2026,Preferential Offer,-,NA,-
MAGSON,Magson Retail And Distribution Limited,7(2),Maheshbhai Naranbhai Patel,02-Apr-2026 17:34,1197589,0,0,0,0,Equity Shares,28000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197589_1645469_02042026053423_WEB.xml,Promoter Group,261850,2.12,4060000,Equity Shares,233850,1.81,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,NSE,-
MAGSON,Magson Retail And Distribution Limited,7(2),Rakesh Kumar Thummar,02-Apr-2026 17:34,1197589,0,0,0,0,Equity Shares,42000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197589_1645469_02042026053423_WEB.xml,Promoter Group,42900,0.35,6090000,Equity Shares,850,0.01,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,NSE,-
MAGSON,Magson Retail And Distribution Limited,7(2),Jay Nitinkumar Patel,02-Apr-2026 17:34,1197589,0,0,0,0,Equity Shares,69000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197589_1645469_02042026053423_WEB.xml,Promoter Group,69850,0.57,10007070,Equity Shares,850,0.01,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,NSE,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Dhirendra Gautamkumar Chopra,02-Apr-2026 17:26,1197587,0,0,0,0,Equity Shares,10356294,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197587_1645455_02042026052644_WEB.xml,Promoters,26747160,15.11,66123789,Equity Shares,16390866,9.26,26-Feb-2026,19-Mar-2026,25-Mar-2026,Market Sale,-,NSE,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Kavita Dhirendrakumar Chopra,02-Apr-2026 17:26,1197587,0,0,0,0,Equity Shares,750000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197587_1645455_02042026052644_WEB.xml,Promoters,39580843,22.37,6810000,Equity Shares,38830843,21.94,26-Feb-2026,26-Feb-2026,27-Feb-2026,Market Sale,-,NSE,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Dhirendra Gautamkumar Chopra,02-Apr-2026 17:26,1197587,0,0,0,0,Equity Shares,2556140,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197587_1645455_02042026052644_WEB.xml,Promoters,29303300,16.56,27231004,Equity Shares,26747160,15.11,17-Feb-2026,24-Feb-2026,24-Feb-2026,Market Sale,-,NSE,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Kavita Dhirendrakumar Chopra,02-Apr-2026 17:26,1197587,0,0,0,0,Equity Shares,39157,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197587_1645455_02042026052644_WEB.xml,Promoters,39620000,22.39,511083,Equity Shares,39580843,22.37,17-Feb-2026,17-Feb-2026,25-Feb-2026,Market Sale,-,NSE,-
ADVENZYMES,Advanced Enzyme Technologies Limited,7(2),Abhijit Kishor Rathi,02-Apr-2026 17:11,1197585,0,0,0,0,Equity Shares,15000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197585_1645441_02042026051144_WEB.xml,-,85085,0.08,0,Equity Shares,100085,0.09,30-Mar-2026,30-Mar-2026,31-Mar-2026,Gift,-,NA,-
ADVENZYMES,Advanced Enzyme Technologies Limited,7(2),Ankit Kishor Rathi,02-Apr-2026 17:11,1197585,0,0,0,0,Equity Shares,15000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197585_1645441_02042026051144_WEB.xml,-,102250,0.09,0,Equity Shares,117250,0.1,30-Mar-2026,30-Mar-2026,31-Mar-2026,Gift,-,NA,-
ADVENZYMES,Advanced Enzyme Technologies Limited,7(2),Leela Kishor Rathi,02-Apr-2026 17:11,1197585,0,0,0,0,Equity Shares,45000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197585_1645441_02042026051144_WEB.xml,Immediate relative,128000,0.11,0,Equity Shares,83000,0.07,30-Mar-2026,30-Mar-2026,31-Mar-2026,Gift,-,NA,-
ADVENZYMES,Advanced Enzyme Technologies Limited,7(2),Amit Kishor Rathi,02-Apr-2026 17:11,1197585,0,0,0,0,Equity Shares,15000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197585_1645441_02042026051144_WEB.xml,Immediate relative,75001,0.07,0,Equity Shares,90001,0.08,30-Mar-2026,30-Mar-2026,31-Mar-2026,Gift,-,NA,-
SWANCORP,SWAN CORP LIMITED,7(2),Dave Impex Private Limited,02-Apr-2026 17:06,1197582,0,0,0,0,Equity Shares,4900000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197582_1645432_02042026050650_WEB.xml,Promoter Group,46030400,14.68,1470000000,Equity Shares,46030400,14.68,30-Mar-2026,30-Mar-2026,30-Mar-2026,Pledge Creation,-,NA,-
SWANCORP,SWAN CORP LIMITED,7(2),Swan Realtors Private Limited,02-Apr-2026 16:58,1197580,0,0,0,0,Equity Shares,30000000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197580_1645419_02042026045812_WEB.xml,Promoter Group,41589000,13.27,10137000000,Equity Shares,41589000,13.27,24-Mar-2026,24-Mar-2026,26-Mar-2026,Pledge Creation,-,NA,-
SWANCORP,SWAN CORP LIMITED,7(2),Swan Engitech Works Private Limited,02-Apr-2026 16:58,1197580,0,0,0,0,Equity Shares,13500000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197580_1645419_02042026045812_WEB.xml,Promoter Group,38402858,12.25,4561650000,Equity Shares,38402858,12.25,24-Mar-2026,24-Mar-2026,26-Mar-2026,Pledge Creation,-,NA,-
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,02-Apr-2026 16:44,1197577,0,0,0,0,Equity Shares,300,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197577_1645393_02042026044425_WEB.xml,Other,1916889,0.7,3000,Equity Shares,1916589,0.7,30-Mar-2026,30-Mar-2026,31-Mar-2026,ESOP,-,NA,-
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,02-Apr-2026 16:44,1197577,0,0,0,0,Equity Shares,2370,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197577_1645393_02042026044425_WEB.xml,Other,1921959,0.7,23700,Equity Shares,1919589,0.7,27-Mar-2026,27-Mar-2026,31-Mar-2026,ESOP,-,NA,-
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,02-Apr-2026 16:44,1197577,0,0,0,0,Equity Shares,2700,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197577_1645393_02042026044425_WEB.xml,Other,1919589,0.7,27000,Equity Shares,1916889,0.7,30-Mar-2026,30-Mar-2026,31-Mar-2026,ESOP,-,NA,-
RPTECH,Rashi Peripherals Limited,7(2),Krishna Kumar Choudhary,02-Apr-2026 16:29,1197575,0,0,0,0,Equity Shares,60,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197575_1645380_02042026042917_WEB.xml,Promoters,1438687,2.18,20169,Equity Shares,1438747,2.18,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
PARSVNATH,Parsvnath Developers Limited,7(2),PRADEEP KUMAR JAIN & SONS HUF,02-Apr-2026 16:19,1197573,0,0,0,0,Equity Shares,1000000,Pledge Invoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197573_1645366_02042026041953_WEB.xml,Promoters,71618926,16.46,6800000,Equity Shares,70618926,16.23,10-Mar-2026,10-Mar-2026,02-Apr-2026,Invocation of pledge,-,NA,-
BAGFILMS,B.A.G Films and Media Limited,7(2),Skyline Tele Media Services Limited,02-Apr-2026 13:01,1197554,0,0,0,0,Equity Shares,9800000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197554_1645275_02042026010112_WEB.xml,Promoter Group,27225524,13.76,80850000,Equity Shares,37025524,17.82,28-Mar-2026,28-Mar-2026,01-Apr-2026,Preferential Offer,-,NA,-
EVEREADY,Eveready Industries India Limited,7(2),Vivaya Enterprises Pvt. Ltd.,02-Apr-2026 12:56,1197552,0,0,0,0,Equity Shares,494558,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197552_1645269_02042026125606_WEB.xml,Promoter Group,494558,0.68,129895658,Equity Shares,494558,0.68,30-Mar-2026,30-Mar-2026,01-Apr-2026,Pledge Creation,-,NA,-
EVEREADY,Eveready Industries India Limited,7(2),Ekta Credit Private Limited,02-Apr-2026 12:56,1197552,0,0,0,0,Equity Shares,50000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197552_1645269_02042026125606_WEB.xml,Promoters,50000,0.07,13132500,Equity Shares,50000,0.07,30-Mar-2026,30-Mar-2026,01-Apr-2026,Pledge Creation,-,NA,-
DIGIKORE,Digikore Studios Limited,7(2),SHREE MPJ CEMENT WORKS LLP,02-Apr-2026 12:34,1197550,0,0,0,0,Equity Shares,332000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197550_1645251_02042026123418_WEB.xml,Promoters,4491600,35.46,19200000,Equity Shares,4159600,32.84,29-Mar-2026,31-Mar-2026,01-Apr-2026,Market Sale,-,NSE,-
DEEPAKNTR,Deepak Nitrite Limited,7(2),Binarius Infra Private Limited,02-Apr-2026 11:58,1197548,0,0,0,0,Equity Shares,15400,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197548_1645220_02042026115806_WEB.xml,Promoter Group,Nil,0,19957462,Equity Shares,15400,0.01,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
DEEPAKNTR,Deepak Nitrite Limited,7(2),Binarius Infra Private Limited,02-Apr-2026 11:58,1197548,0,0,0,0,Equity Shares,15400,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197548_1645220_02042026115806_WEB.xml,Promoter Group,Nil,0,19957462,Equity Shares,15400,0.01,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
ARVINDPORT,ARVIND PORT AND INFRA LIMITED,7(2),VINIT ARVIND SHAH,02-Apr-2026 11:17,1197546,0,0,0,0,Equity Shares,24000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197546_1645208_02042026111717_WEB.xml,Promoters,1348500,7.58,735975,Equity Shares,1372500,7.71,25-Mar-2026,27-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
EMAPARTNER,EMA Partners India Limited,7(2),Subramanian Krishnaprakash,02-Apr-2026 11:08,1197543,0,0,0,0,Equity Shares,11000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197543_1645203_02042026110812_WEB.xml,Promoters,1928722,8.3,792000,Equity Shares,1939722,8.34,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
EMAPARTNER,EMA Partners India Limited,7(2),Krishnan Sudarshan,02-Apr-2026 10:58,1197541,0,0,0,0,Equity Shares,25000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197541_1645198_02042026105811_WEB.xml,Promoters,12506901,53.8,1830250,Equity Shares,12531901,53.91,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
GALLANTT,Gallantt Ispat Limited,7(2),Shyama Agrawal,01-Apr-2026 20:49,1197534,0,0,0,0,Equity Shares,4760670,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml,Promoter Group,5160670,2.14,0,Equity Shares,400000,0.17,31-Mar-2026,31-Mar-2026,01-Apr-2026,Others,-,NA,-
GALLANTT,Gallantt Ispat Limited,7(2),Uma Agrawal,01-Apr-2026 20:49,1197534,0,0,0,0,Equity Shares,645615,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml,Promoter Group,845615,0.35,0,Equity Shares,200000,0.08,31-Mar-2026,31-Mar-2026,01-Apr-2026,Others,-,NA,-
GALLANTT,Gallantt Ispat Limited,7(2),Gallantt Trust,01-Apr-2026 20:49,1197534,0,0,0,0,Equity Shares,144890556,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml,Promoter Group,Nil,0,0,Equity Shares,144890556,60.05,30-Mar-2026,31-Mar-2026,01-Apr-2026,Others,-,NA,-
GALLANTT,Gallantt Ispat Limited,7(2),Santosh Kumar Agrawal,01-Apr-2026 20:49,1197534,0,0,0,0,Equity Shares,16902501,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml,Promoter Group,16902501,7.01,0,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,01-Apr-2026,Others,-,NA,-
GALLANTT,Gallantt Ispat Limited,7(2),Chandra Prakash Agrawal,01-Apr-2026 20:49,1197534,0,0,0,0,Equity Shares,89496719,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml,Promoters,89496719,37.09,0,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,01-Apr-2026,Others,-,NA,-
GALLANTT,Gallantt Ispat Limited,7(2),Prem Prakash Agrawal,01-Apr-2026 20:49,1197534,0,0,0,0,Equity Shares,12910134,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml,Promoter Group,12910134,5.35,0,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,01-Apr-2026,Others,-,NA,-
GALLANTT,Gallantt Ispat Limited,7(2),Madhu Agrawal,01-Apr-2026 20:49,1197534,0,0,0,0,Equity Shares,20174917,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml,Promoter Group,20374917,8.44,0,Equity Shares,200000,0.08,31-Mar-2026,31-Mar-2026,01-Apr-2026,Others,-,NA,-
ARVIND,Arvind Limited,7(2),PRAVIN N. BHAGWATI,01-Apr-2026 20:14,1197532,0,0,0,0,Equity Shares,68000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml,Other,68000,0.03,0,Equity Shares,Nil,0,27-Mar-2026,27-Mar-2026,30-Mar-2026,Off Market,-,NA,-
ARVIND,Arvind Limited,7(2),REENA P. BHAGWATI,01-Apr-2026 20:14,1197532,0,0,0,0,Equity Shares,68000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml,Director,60000,0.02,0,Equity Shares,128000,0.05,27-Mar-2026,27-Mar-2026,30-Mar-2026,Off Market,-,NA,-
ARVIND,Arvind Limited,7(2),REENA P. BHAGWATI,01-Apr-2026 20:14,1197532,0,0,0,0,Equity Shares,34000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml,Director,128000,0.05,0,Equity Shares,94000,0.04,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
ARVIND,Arvind Limited,7(2),PRAVIN N. BHAGWATI,01-Apr-2026 20:14,1197532,0,0,0,0,Equity Shares,68000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml,Other,68000,0.03,0,Equity Shares,Nil,0,27-Mar-2026,27-Mar-2026,30-Mar-2026,Off Market,-,NA,-
ARVIND,Arvind Limited,7(2),REENA P. BHAGWATI,01-Apr-2026 20:14,1197532,0,0,0,0,Equity Shares,68000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml,Director,60000,0.02,0,Equity Shares,128000,0.05,27-Mar-2026,27-Mar-2026,30-Mar-2026,Off Market,-,NA,-
ARVIND,Arvind Limited,7(2),-,01-Apr-2026 20:14,1197532,0,0,0,0,,,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml,Director,-,0,-,-,-,-,-,-,-,-,-,-,-
ARVIND,Arvind Limited,7(2),-,01-Apr-2026 20:14,1197532,0,0,0,0,,,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml,-,-,0,-,-,-,-,-,-,-,-,-,-,-
ARVIND,Arvind Limited,7(2),AANAL P. BHAGWATI,01-Apr-2026 20:14,1197532,0,0,0,0,Equity Shares,34000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml,Other,50000,0.02,0,Equity Shares,84000,0.03,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
KARURVYSYA,Karur Vysya Bank Limited,7(2),M V Usha,01-Apr-2026 19:51,1197531,0,0,0,0,Equity Shares,6000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197531_1645141_01042026075102_WEB.xml,Promoter Group,327903,0.03,1697518,Equity Shares,321903,0.03,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Sale,-,NSE,-
KARURVYSYA,Karur Vysya Bank Limited,7(2),M V PRAJEETH,01-Apr-2026 19:51,1197531,0,0,0,0,Equity Shares,5000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197531_1645141_01042026075102_WEB.xml,Promoter Group,258388,0.03,1410602,Equity Shares,253388,0.03,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Sale,-,NSE,-
KARURVYSYA,Karur Vysya Bank Limited,7(2),MUNUGOOR K VENKATESAN,01-Apr-2026 19:51,1197531,0,0,0,0,Equity Shares,5000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197531_1645141_01042026075102_WEB.xml,Promoters,362182,0.04,1420182,Equity Shares,357182,0.04,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Sale,-,NSE,-
THYROCARE,Thyrocare Technologies Limited,7(2),Priyanka Jagnani Jain,01-Apr-2026 19:49,1197530,0,0,0,0,Equity Shares,2500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197530_1645139_01042026074900_WEB.xml,-,10000,0,876250,Equity Shares,12500,0,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
THYROCARE,Thyrocare Technologies Limited,7(2),Geetanjali Satish Shahane,01-Apr-2026 19:49,1197530,0,0,0,0,Equity Shares,1000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197530_1645139_01042026074900_WEB.xml,-,7689,0,358200,Equity Shares,8689,0,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
MADHUSUDAN,Madhusudan Masala Limited,7(2),RISHIT  KOTECHA,01-Apr-2026 19:22,1197526,0,0,0,0,Equity Shares,375000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197526_1645091_01042026072238_WEB.xml,Promoters,2356000,16.28,50906250,Equity Shares,2731000,17.91,27-Mar-2026,27-Mar-2026,01-Apr-2026,Preferential Offer,-,NA,-
MADHUSUDAN,Madhusudan Masala Limited,7(2),HIREN KOTECHA,01-Apr-2026 19:22,1197526,0,0,0,0,Equity Shares,370000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197526_1645091_01042026072238_WEB.xml,Promoters,2326000,16.07,50227500,Equity Shares,2696000,17.69,27-Mar-2026,27-Mar-2026,01-Apr-2026,Preferential Offer,-,NA,-
ALUWIND,ALUWIND INFRA-TECH LIMITED,7(2),MANGLA MURLI KABRA,01-Apr-2026 19:04,1197524,0,0,0,0,Equity Shares,15000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197524_1645073_01042026070422_WEB.xml,Promoter Group,21000,0.09,814500,Equity Shares,36000,0.15,27-Mar-2026,31-Mar-2026,04-Apr-2026,Market Purchase,-,NSE,-
ALUWIND,ALUWIND INFRA-TECH LIMITED,7(2),MOHINI KABRA,01-Apr-2026 18:59,1197522,0,0,0,0,Equity Shares,1152000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197522_1645064_01042026065859_WEB.xml,Promoter Group,1152000,4.63,0,Equity Shares,Nil,0,25-Mar-2026,31-Mar-2026,31-Mar-2026,Off Market,-,NA,-
SBCL,Shivalik Bimetal Controls Limited,7(2),Kabir Ghumman,01-Apr-2026 18:42,1197519,0,0,0,0,Equity Shares,41565,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197519_1645042_01042026064233_WEB.xml,Promoters,2131685,3.7,16577268,Equity Shares,2173250,3.77,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
SBCL,Shivalik Bimetal Controls Limited,7(2),Sumer Ghumman,01-Apr-2026 18:42,1197519,0,0,0,0,Equity Shares,86750,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197519_1645042_01042026064233_WEB.xml,Promoters,2086800,3.62,34167688,Equity Shares,2173550,3.77,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
SBCL,Shivalik Bimetal Controls Limited,7(2),Kabir Ghumman,01-Apr-2026 18:42,1197519,0,0,0,0,Equity Shares,45185,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197519_1645042_01042026064233_WEB.xml,Promoters,2086500,3.62,17082218,Equity Shares,2131685,3.7,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
SBCL,Shivalik Bimetal Controls Limited,7(2),Sirmaur Hospitality Private Limited,01-Apr-2026 18:42,1197519,0,0,0,0,Equity Shares,67500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197519_1645042_01042026064233_WEB.xml,Promoters,455600,0.79,25180875,Equity Shares,523100,0.91,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
